Company,Sector,Industry,Revenue,Profits,Employees
IBM,Automobile,Stocks,408431,69820,75401
ADOBE,Retailing,Pharmaceutical,577564,84253,47695
META,Retailing,Stocks,502682,53109,33972
NETFLIX,Energy,Stocks,728490,90417,31577
ORACLE,Banking,Healthcare,528271,68823,70912
WALMART,Technology,Stocks,150405,70021,40414
APPLE,Pharma,Banking Sector,624841,82923,83261
WALMART,Pharma,General,370528,52127,75568
ORACLE,Technology,Petroleum,720979,90231,79383
NETFLIX,Pharma,Pharmaceutical,416167,53183,58536
ORACLE,Banking,Software,689793,21412,84026
META,Energy,Pharmaceutical,319458,15406,50617
ADOBE,Technology,Banking Sector,214045,59484,75253
WALMART,Energy,Vehicle Manufacturing,632872,47779,30630
TESLA,Healthcare,Stocks,175859,26341,77798
NETFLIX,Banking,Software,456307,89829,78255
TESLA,Banking,Healthcare,162156,14150,34689
MICROSOFT,Energy,Petroleum,442950,15360,52879
WALMART,Pharma,General,531426,93585,61375
APPLE,Pharma,Petroleum,392222,46621,58402
ORACLE,Energy,Pharmaceutical,130827,17425,30888
APPLE,Energy,General,148591,49389,76740
NETFLIX,Energy,Banking Sector,389156,92693,60275
NETFLIX,Pharma,Healthcare,435054,81187,83066
META,Energy,Stocks,503831,64252,31240
ADOBE,Pharma,Stocks,420720,62945,57852
GOOGLE,Energy,Software,567553,18932,35449
MICROSOFT,Pharma,General,618368,89962,51718
IBM,Technology,Petroleum,303927,24994,81945
NETFLIX,Energy,Stocks,839357,59872,33924
AMAZON,Banking,Petroleum,511018,85205,51620
TESLA,Technology,Pharmaceutical,376935,25267,52164
APPLE,Automobile,Petroleum,646413,44649,34663
WALMART,Automobile,Pharmaceutical,629393,74464,86148
WALMART,Automobile,Healthcare,231454,93030,32612
MICROSOFT,Healthcare,Stocks,384527,26943,68268
META,Automobile,Software,185723,32254,53738
ADOBE,Automobile,Petroleum,558371,77833,46644
ADOBE,Energy,Vehicle Manufacturing,747554,65974,48537
ORACLE,Healthcare,Stocks,388502,51410,35504
WALMART,Pharma,Healthcare,319217,77648,88637
IBM,Healthcare,Petroleum,378838,69187,71465
GOOGLE,Energy,Pharmaceutical,642067,89079,83544
GOOGLE,Healthcare,Software,465383,86326,36050
ADOBE,Healthcare,Pharmaceutical,681031,86399,50037
APPLE,Technology,Pharmaceutical,528165,55532,85753
AMAZON,Energy,Vehicle Manufacturing,371024,87026,40136
WALMART,Banking,Pharmaceutical,712569,76947,62396
AMAZON,Technology,Software,380752,73707,56037
WALMART,Banking,Software,563369,44376,85948
TESLA,Automobile,Healthcare,599757,80616,32967
ORACLE,Retailing,Pharmaceutical,280205,56955,37308
TESLA,Technology,Software,253575,66503,38309
AMAZON,Pharma,Software,446505,68873,58522
META,Automobile,Vehicle Manufacturing,544721,18519,75355
TESLA,Technology,Petroleum,755601,35867,88597
ORACLE,Retailing,Vehicle Manufacturing,390413,27538,52446
TESLA,Banking,Healthcare,243723,69762,58523
TESLA,Automobile,General,681738,57535,57555
META,Energy,Petroleum,152428,93359,54560
WALMART,Automobile,Healthcare,744933,65482,61780
APPLE,Banking,Pharmaceutical,415951,69370,61291
META,Healthcare,Petroleum,409889,15462,53293
META,Healthcare,Software,183096,28664,53933
APPLE,Banking,Petroleum,502461,59303,48487
ADOBE,Pharma,Pharmaceutical,162519,94872,84442
TESLA,Banking,Banking Sector,605552,53437,38662
ORACLE,Automobile,Healthcare,639443,44860,89405
ADOBE,Banking,Pharmaceutical,499275,55123,78009
ORACLE,Banking,Software,534339,64739,43796
MICROSOFT,Healthcare,Banking Sector,848358,46584,42041
APPLE,Banking,Banking Sector,152666,85094,88883
ORACLE,Retailing,General,844140,69892,40521
META,Banking,Software,262091,80202,70961
GOOGLE,Automobile,Vehicle Manufacturing,724559,53858,74056
AMAZON,Pharma,Software,188115,83787,68080
ADOBE,Healthcare,Stocks,801451,66886,83536
NETFLIX,Technology,Healthcare,554652,66531,83146
TESLA,Pharma,General,792126,35562,80978
META,Automobile,Pharmaceutical,402036,81904,41303
WALMART,Healthcare,Pharmaceutical,331093,58232,33026
APPLE,Automobile,Vehicle Manufacturing,232594,67669,53257
MICROSOFT,Automobile,Software,614721,79878,46780
GOOGLE,Energy,Software,236328,66060,48869
TESLA,Technology,Petroleum,533515,36302,74587
NETFLIX,Pharma,Banking Sector,147761,72700,82613
GOOGLE,Energy,Stocks,485991,15728,36495
NETFLIX,Pharma,Petroleum,490620,66979,70176
META,Pharma,General,628692,92904,63398
GOOGLE,Retailing,General,626480,17039,31385
AMAZON,Technology,Healthcare,351239,51353,84055
TESLA,Technology,Stocks,343628,73957,49637
MICROSOFT,Retailing,Vehicle Manufacturing,727111,34014,79669
ADOBE,Pharma,Pharmaceutical,227413,83378,30247
IBM,Banking,Vehicle Manufacturing,830419,86657,71858
ORACLE,Pharma,Petroleum,248714,33877,67510
ADOBE,Automobile,Pharmaceutical,166341,43411,34467
IBM,Pharma,Stocks,705174,71574,69292
IBM,Energy,Vehicle Manufacturing,499580,88348,52864
IBM,Technology,Stocks,153830,35715,84158
MICROSOFT,Pharma,General,510288,90002,55216
NETFLIX,Banking,Vehicle Manufacturing,802698,86977,46633
GOOGLE,Retailing,Pharmaceutical,323060,84088,74280
MICROSOFT,Banking,Software,499600,48616,88105
GOOGLE,Pharma,Pharmaceutical,528604,42763,61066
META,Retailing,Pharmaceutical,783304,83075,71282
ORACLE,Technology,Healthcare,135201,34502,87291
META,Automobile,Stocks,841999,21396,59749
TESLA,Retailing,Petroleum,545511,31759,53445
APPLE,Healthcare,Banking Sector,494623,36934,40350
NETFLIX,Automobile,Stocks,416421,94058,50003
WALMART,Healthcare,Healthcare,849538,72060,39409
NETFLIX,Pharma,Software,636092,88225,88002
MICROSOFT,Banking,Pharmaceutical,748392,21388,82516
GOOGLE,Healthcare,Vehicle Manufacturing,588935,32724,63189
META,Automobile,Pharmaceutical,647047,81565,55136
TESLA,Technology,General,433872,13360,59039
NETFLIX,Banking,Stocks,750798,60434,86767
TESLA,Healthcare,Vehicle Manufacturing,453724,34939,84712
ADOBE,Technology,Banking Sector,634688,39888,34869
WALMART,Pharma,General,272561,13392,48721
APPLE,Energy,Petroleum,133337,71318,82800
IBM,Pharma,Petroleum,266191,89006,80829
ADOBE,Retailing,Healthcare,603560,18370,41798
NETFLIX,Energy,Software,679810,24066,49077
TESLA,Automobile,Healthcare,499975,52661,31963
IBM,Pharma,Healthcare,513006,38397,89155
IBM,Banking,Petroleum,156824,25916,77138
ORACLE,Pharma,Pharmaceutical,512321,62860,59027
MICROSOFT,Technology,Healthcare,625327,18541,75508
APPLE,Banking,Petroleum,821339,71446,48037
TESLA,Retailing,Petroleum,597919,58115,57187
APPLE,Healthcare,Software,369546,11892,42116
IBM,Banking,Software,348462,70394,43964
MICROSOFT,Healthcare,Software,789396,16805,35467
APPLE,Technology,Pharmaceutical,718159,33518,57114
GOOGLE,Technology,Stocks,292029,45219,31019
APPLE,Automobile,Petroleum,343854,79710,54986
ORACLE,Energy,Vehicle Manufacturing,547429,17947,41211
WALMART,Energy,Petroleum,409002,43709,52373
AMAZON,Banking,General,415190,72729,35469
IBM,Healthcare,General,159124,50692,52214
APPLE,Technology,Banking Sector,379199,20181,76381
IBM,Pharma,Banking Sector,765939,93200,56636
APPLE,Healthcare,Stocks,630328,64245,69349
MICROSOFT,Healthcare,Pharmaceutical,643410,74535,69777
NETFLIX,Automobile,General,468235,44642,89819
AMAZON,Healthcare,Banking Sector,519289,30617,50763
META,Energy,General,411643,33169,41761
ADOBE,Automobile,Pharmaceutical,184660,61697,68709
ADOBE,Banking,Vehicle Manufacturing,239954,75490,52119
ADOBE,Technology,Stocks,647864,76404,37167
IBM,Energy,Petroleum,526271,18276,54188
AMAZON,Technology,Petroleum,720090,76433,73985
ORACLE,Energy,Software,169080,83962,41167
NETFLIX,Automobile,Vehicle Manufacturing,466939,17112,47213
ADOBE,Banking,Pharmaceutical,220848,50190,89384
ADOBE,Banking,Stocks,779448,45154,80184
GOOGLE,Banking,Vehicle Manufacturing,642666,93464,31230
AMAZON,Pharma,General,488382,16718,34246
ORACLE,Healthcare,Petroleum,363373,68442,73848
AMAZON,Banking,Vehicle Manufacturing,310366,64832,63413
ADOBE,Pharma,Software,170089,49445,39370
ADOBE,Technology,Vehicle Manufacturing,715809,77179,37628
ADOBE,Retailing,General,591915,61089,73218
AMAZON,Technology,Software,810119,12390,32889
NETFLIX,Pharma,Petroleum,402535,39831,57914
ORACLE,Pharma,Software,286650,40573,69057
WALMART,Healthcare,Software,535448,64885,78313
IBM,Banking,General,453087,43974,37962
META,Healthcare,Petroleum,463109,15949,31919
META,Automobile,General,209229,70920,52797
IBM,Banking,General,130708,69822,89807
META,Pharma,Pharmaceutical,312715,77440,48608
ORACLE,Energy,Software,583018,24454,64699
WALMART,Automobile,Software,630642,16995,58407
NETFLIX,Automobile,Stocks,846482,23103,69591
GOOGLE,Healthcare,Stocks,705107,41481,49621
TESLA,Healthcare,Petroleum,396523,37909,30699
WALMART,Pharma,Stocks,241124,58497,40383
META,Retailing,Banking Sector,777381,74606,65044
MICROSOFT,Retailing,Vehicle Manufacturing,611399,47751,81455
APPLE,Pharma,Petroleum,303863,16890,52629
TESLA,Pharma,Pharmaceutical,425495,71990,71159
NETFLIX,Pharma,General,220005,34116,73985
GOOGLE,Energy,Vehicle Manufacturing,260321,18972,64872
MICROSOFT,Automobile,Petroleum,140264,84315,65370
APPLE,Retailing,Banking Sector,639734,16044,81912
IBM,Healthcare,Vehicle Manufacturing,805454,33072,77034
APPLE,Banking,Vehicle Manufacturing,377662,70988,34080
MICROSOFT,Energy,Banking Sector,774126,57103,87999
TESLA,Technology,Banking Sector,254236,62304,58712
NETFLIX,Healthcare,Petroleum,581752,65178,39940
TESLA,Automobile,Banking Sector,693000,62978,87243
MICROSOFT,Automobile,General,264202,58152,45956
NETFLIX,Pharma,Software,322140,29912,83043
APPLE,Pharma,Stocks,311425,53759,87218
ADOBE,Energy,General,701276,13571,55376
TESLA,Energy,General,767286,68565,66644
META,Healthcare,Healthcare,805991,84249,62638
IBM,Healthcare,Healthcare,791893,48684,88460
IBM,Healthcare,General,178365,94849,30292
NETFLIX,Automobile,Banking Sector,691139,49387,63769
ADOBE,Retailing,Healthcare,153647,11762,48130
NETFLIX,Technology,Healthcare,453393,65275,30085
AMAZON,Pharma,Software,165004,61307,48082
TESLA,Healthcare,Healthcare,618156,59885,70882
APPLE,Energy,Pharmaceutical,615186,91032,33338
WALMART,Healthcare,Banking Sector,706383,42795,33780
ADOBE,Automobile,General,257632,75038,72916
AMAZON,Pharma,General,292568,70696,57882
ADOBE,Energy,Petroleum,322208,11574,74933
APPLE,Energy,General,249013,92681,65744
ORACLE,Automobile,Banking Sector,438295,74202,43746
AMAZON,Pharma,General,693264,48060,41793
META,Energy,General,526404,31960,63457
GOOGLE,Pharma,Banking Sector,127798,69250,40734
ORACLE,Energy,Healthcare,317711,12723,54277
GOOGLE,Pharma,Banking Sector,201510,52890,85195
ORACLE,Technology,Petroleum,322688,54185,40289
ADOBE,Automobile,Petroleum,221333,68372,66232
AMAZON,Automobile,Banking Sector,139112,58375,38000
MICROSOFT,Healthcare,Petroleum,681372,94244,47513
IBM,Pharma,General,501288,23135,83852
ADOBE,Technology,Stocks,148137,11424,62283
ADOBE,Banking,General,413199,59979,34439
ORACLE,Automobile,Healthcare,351774,31188,60986
NETFLIX,Banking,Stocks,526262,84630,67469
TESLA,Energy,Software,362110,77968,60504
TESLA,Retailing,General,719910,30772,74196
ORACLE,Retailing,Healthcare,757008,17348,54607
APPLE,Energy,Vehicle Manufacturing,333346,64931,83162
APPLE,Automobile,Petroleum,280935,50540,84358
IBM,Retailing,Software,340150,90920,85398
ADOBE,Pharma,Petroleum,268553,52017,65075
IBM,Pharma,Healthcare,576153,62035,67919
ADOBE,Healthcare,Healthcare,576599,49991,43602
NETFLIX,Energy,Healthcare,213120,51138,89056
ORACLE,Banking,Pharmaceutical,515943,66143,66170
IBM,Energy,General,694428,87501,50946
IBM,Energy,Vehicle Manufacturing,369014,25128,65003
META,Pharma,Software,555808,40919,45719
WALMART,Healthcare,General,259980,37014,30513
ADOBE,Retailing,Healthcare,377367,40100,75318
AMAZON,Pharma,Healthcare,233679,85710,55335
APPLE,Healthcare,Stocks,465153,14551,70015
WALMART,Retailing,Software,141939,44882,30377
APPLE,Healthcare,Pharmaceutical,382067,82600,58542
NETFLIX,Automobile,Pharmaceutical,615001,16256,83200
META,Banking,Stocks,532579,16613,78380
GOOGLE,Automobile,Banking Sector,624784,77353,69713
NETFLIX,Automobile,Healthcare,558403,76990,31896
ORACLE,Retailing,Software,327933,80457,33793
AMAZON,Healthcare,Stocks,336023,35891,87863
APPLE,Pharma,Software,155977,23237,69892
TESLA,Pharma,Stocks,433915,71835,62767
APPLE,Banking,Software,504518,24012,64317
NETFLIX,Retailing,Petroleum,128335,84851,63227
WALMART,Banking,Vehicle Manufacturing,322260,63922,60172
AMAZON,Banking,Stocks,655040,19915,87629
NETFLIX,Pharma,Vehicle Manufacturing,136820,12805,54798
NETFLIX,Healthcare,Petroleum,292383,74746,68534
APPLE,Energy,Stocks,512433,33525,65671
WALMART,Energy,Vehicle Manufacturing,463192,77005,31522
NETFLIX,Pharma,Petroleum,835531,69928,69110
GOOGLE,Retailing,Pharmaceutical,230762,91104,69953
META,Pharma,Software,133795,39435,38081
APPLE,Pharma,General,681974,38804,47327
AMAZON,Banking,General,772811,82574,89907
ORACLE,Banking,Pharmaceutical,394915,80560,59887
AMAZON,Pharma,General,409925,80990,46166
MICROSOFT,Energy,Vehicle Manufacturing,458782,81672,54716
META,Banking,Stocks,530683,18848,41979
IBM,Retailing,Petroleum,827510,77106,75071
APPLE,Automobile,Vehicle Manufacturing,560182,50012,33677
ORACLE,Banking,Software,791279,50805,44586
WALMART,Technology,Software,707779,12129,85172
MICROSOFT,Automobile,Stocks,798621,54834,76270
MICROSOFT,Automobile,Petroleum,257878,65823,78165
AMAZON,Pharma,Software,149247,48661,88676
IBM,Energy,Banking Sector,635248,81846,71720
IBM,Retailing,Software,335015,21200,48592
GOOGLE,Technology,Software,826135,55331,55408
GOOGLE,Energy,Software,748064,89943,48058
ADOBE,Retailing,Healthcare,241613,76114,65692
GOOGLE,Automobile,Healthcare,165915,57118,72551
TESLA,Automobile,Vehicle Manufacturing,580816,28676,32098
AMAZON,Energy,General,586930,79269,47972
NETFLIX,Energy,General,245512,54522,58981
META,Energy,Vehicle Manufacturing,529954,29207,37657
TESLA,Pharma,Software,660820,52498,85214
NETFLIX,Energy,Stocks,456450,56036,73515
ADOBE,Retailing,Pharmaceutical,475329,84690,81658
NETFLIX,Automobile,Software,308001,90971,41708
TESLA,Pharma,General,610725,32235,38865
NETFLIX,Automobile,Pharmaceutical,170792,67813,73660
APPLE,Technology,Banking Sector,397403,24659,44920
AMAZON,Retailing,Software,369720,84019,56683
WALMART,Pharma,Healthcare,373089,91759,38844
MICROSOFT,Healthcare,Vehicle Manufacturing,269521,31333,53471
WALMART,Energy,Vehicle Manufacturing,805718,76666,78473
NETFLIX,Retailing,Vehicle Manufacturing,576652,22387,33958
MICROSOFT,Energy,Vehicle Manufacturing,516040,76173,47608
WALMART,Pharma,General,711741,51914,43157
META,Banking,Petroleum,445241,86972,40546
NETFLIX,Retailing,Software,368075,93168,53962
APPLE,Banking,Vehicle Manufacturing,157982,17853,77824
IBM,Retailing,Vehicle Manufacturing,557632,48403,86056
NETFLIX,Banking,General,738911,67877,34945
ADOBE,Pharma,General,719088,21955,30416
APPLE,Pharma,Petroleum,575562,62410,53305
WALMART,Pharma,Banking Sector,448911,55540,50380
MICROSOFT,Technology,General,225753,73202,88004
AMAZON,Healthcare,Pharmaceutical,544575,28077,72894
META,Banking,Pharmaceutical,807430,31482,82716
APPLE,Banking,Banking Sector,314685,28109,52274
WALMART,Banking,Software,844866,36887,33702
META,Healthcare,Healthcare,290513,25287,56978
NETFLIX,Energy,Vehicle Manufacturing,722216,24892,33004
META,Technology,Vehicle Manufacturing,193917,26459,83330
META,Technology,Healthcare,826440,44138,30060
WALMART,Retailing,Banking Sector,160153,13942,56682
ADOBE,Retailing,Stocks,605648,66119,89516
ADOBE,Retailing,Pharmaceutical,728254,51187,79989
WALMART,Automobile,Banking Sector,271956,67499,74151
WALMART,Energy,General,460419,36226,48641
META,Automobile,Pharmaceutical,208395,21707,56951
APPLE,Retailing,Banking Sector,725848,57184,42599
AMAZON,Pharma,Software,485040,58074,69289
WALMART,Pharma,Software,456798,84895,78416
GOOGLE,Technology,Pharmaceutical,198140,56123,87776
ORACLE,Retailing,Stocks,364509,17518,82810
IBM,Automobile,Pharmaceutical,367212,13683,89656
WALMART,Retailing,Stocks,757391,75881,60014
ADOBE,Energy,Pharmaceutical,363303,40871,80836
GOOGLE,Pharma,Pharmaceutical,486812,70840,64426
NETFLIX,Automobile,Pharmaceutical,181405,49657,86149
META,Automobile,Stocks,399546,94399,71710
NETFLIX,Banking,Pharmaceutical,775490,74022,39852
AMAZON,Retailing,Pharmaceutical,232766,84783,82106
APPLE,Automobile,Software,783315,20761,31427
APPLE,Pharma,Software,711192,49217,49108
GOOGLE,Pharma,Stocks,732062,85700,46228
IBM,Automobile,Pharmaceutical,262504,26873,38432
AMAZON,Retailing,Vehicle Manufacturing,497764,77312,52849
TESLA,Automobile,General,313674,48248,63798
TESLA,Technology,General,484019,58674,60773
TESLA,Pharma,Petroleum,504228,80309,78718
ADOBE,Retailing,Pharmaceutical,836507,56972,88473
NETFLIX,Energy,Petroleum,807262,30318,80500
MICROSOFT,Energy,Healthcare,403122,47075,33661
META,Banking,General,664085,13635,57158
WALMART,Retailing,Petroleum,375966,88453,51546
TESLA,Banking,Pharmaceutical,375242,53294,59478
AMAZON,Banking,Pharmaceutical,466989,92183,31346
META,Retailing,Petroleum,288626,79556,40717
IBM,Banking,Petroleum,199838,34919,55785
ADOBE,Banking,Stocks,224259,77960,35159
ORACLE,Energy,Pharmaceutical,644869,83564,63110
TESLA,Retailing,Software,791524,70733,33397
META,Technology,Banking Sector,154632,69189,31647
TESLA,Energy,General,794474,63714,38529
NETFLIX,Banking,Healthcare,319513,69167,56520
GOOGLE,Energy,Healthcare,261316,67021,51935
META,Retailing,General,645127,90477,64424
APPLE,Energy,Software,167040,74080,63647
TESLA,Healthcare,Healthcare,587347,90202,63889
META,Automobile,Banking Sector,296004,36010,70653
TESLA,Pharma,Vehicle Manufacturing,329644,61961,67074
IBM,Healthcare,Pharmaceutical,504530,47321,47544
IBM,Healthcare,Healthcare,656566,58490,59646
TESLA,Retailing,Stocks,544189,30242,78651
TESLA,Technology,Petroleum,564782,57124,36858
ORACLE,Pharma,Banking Sector,299007,74133,48616
META,Healthcare,Software,228660,58332,72125
ORACLE,Banking,Healthcare,327445,37840,34631
WALMART,Automobile,Healthcare,199693,38939,72018
ADOBE,Healthcare,Software,470472,61190,87662
IBM,Pharma,Vehicle Manufacturing,224371,71921,54868
ORACLE,Banking,General,274419,25753,82601
APPLE,Healthcare,General,170441,33482,62683
AMAZON,Automobile,Pharmaceutical,820113,91059,80535
TESLA,Energy,Software,184140,11655,53005
IBM,Banking,Stocks,466403,40793,63602
WALMART,Technology,Vehicle Manufacturing,327669,23524,70243
APPLE,Energy,Healthcare,645032,61210,69195
MICROSOFT,Retailing,Software,789479,86437,89432
WALMART,Retailing,Software,425925,61436,80771
GOOGLE,Retailing,Vehicle Manufacturing,665663,91087,61177
ORACLE,Retailing,Petroleum,205437,56601,40716
WALMART,Energy,Healthcare,690244,75487,38781
WALMART,Technology,Software,465967,69466,69491
MICROSOFT,Banking,Petroleum,450562,50293,46455
WALMART,Pharma,Pharmaceutical,245630,88819,76299
TESLA,Automobile,Pharmaceutical,455903,86325,79791
WALMART,Automobile,Stocks,788743,45432,73852
MICROSOFT,Pharma,Pharmaceutical,131650,86326,76961
GOOGLE,Healthcare,Software,593457,20759,85299
ORACLE,Automobile,Healthcare,823103,94383,57133
AMAZON,Energy,General,803488,69287,33852
ORACLE,Banking,Petroleum,692947,31454,52909
IBM,Banking,Petroleum,157000,36099,35875
WALMART,Pharma,Vehicle Manufacturing,599932,28115,31241
META,Energy,Petroleum,412193,47414,84307
ORACLE,Automobile,Vehicle Manufacturing,205920,92165,56750
NETFLIX,Banking,Software,844634,60340,82179
APPLE,Technology,Banking Sector,182244,46431,45374
ADOBE,Technology,Petroleum,126057,35296,55703
WALMART,Energy,Banking Sector,600636,60609,75507
